unique-sample-id,Image_ID,block_label,cabinet,drawer,row,slide_label,slide_case,slide_slot,tissue(s),species_scientific,species_common,date,name,project,Link to project,notes,extra_notes
20180924_angasi7_gonad,20180924-angasi007-10x-tiled,O. angasi 7,1,3,1,angasi 7,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi8_gonad,20180924-angasi008-10x-tiled,O. angasi 8,1,3,1,angasi 8,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi8_gonad,20180924-angasi008-10x-tiled,O. angasi 8,1,3,1,angasi 8,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi8_gonad,20180924-angasi008-10x-tiled,O. angasi 8,1,3,1,angasi 8,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi9_gonad,20180924-angasi009-40x-tiled,O. angasi 9,1,3,1,angasi 9,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi9_gonad,20180924-angasi009-40x-tiled,O. angasi 9,1,3,1,angasi 9,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi10_gonad,20180924-angasi010-40x-tiled,O. angasi 10,1,3,1,angasi 10,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi10_gonad,20180924-angasi010-40x-tiled,O. angasi 10,1,3,1,angasi 10,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi10_gonad,20180924-angasi010-40x-tiled,O. angasi 10,1,3,1,angasi 10,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi10_gonad,20180924-angasi010-40x-tiled,O. angasi 10,1,3,1,angasi 10,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi11_gonad,20180924-angasi011-10x-tiled,O. angasi 11,1,3,1,angasi 11,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi11_gonad,20180924-angasi011-10x-tiled,O. angasi 11,1,3,1,angasi 11,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi11_gonad,20180924-angasi011-10x-tiled,O. angasi 11,1,3,1,angasi 11,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi11_gonad,20180924-angasi011-10x-tiled,O. angasi 11,1,3,1,angasi 11,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi12_gonad,20180924-angasi012-10x-tiled,O. angasi 12,1,3,1,angasi 12,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi12_gonad,20180924-angasi012-10x-tiled,O. angasi 12,1,3,1,angasi 12,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi12_gonad,20180924-angasi012-10x-tiled,O. angasi 12,1,3,1,angasi 12,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi12_gonad,20180924-angasi012-10x-tiled,O. angasi 12,1,3,1,angasi 12,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi12_gonad,20180924-angasi012-10x-tiled,O. angasi 12,1,3,1,angasi 12,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi13_gonad,20180924-angasi013-10x-tiled,O. angasi 13,1,3,1,angasi 13,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi13_gonad,20180924-angasi013-10x-tiled,O. angasi 13,1,3,1,angasi 13,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi13_gonad,20180924-angasi013-10x-tiled,O. angasi 13,1,3,1,angasi 13,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi13_gonad,20180924-angasi013-10x-tiled,O. angasi 13,1,3,1,angasi 13,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi13_gonad,20180924-angasi013-10x-tiled,O. angasi 13,1,3,1,angasi 13,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi14_gonad,20180924-angasi014-10x-tiled,O. angasi 14,1,3,1,angasi 14,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi14_gonad,20180924-angasi014-10x-tiled,O. angasi 14,1,3,1,angasi 14,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi14_gonad,20180924-angasi014-10x-tiled,O. angasi 14,1,3,1,angasi 14,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi14_gonad,20180924-angasi014-10x-tiled,O. angasi 14,1,3,1,angasi 14,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi14_gonad,20180924-angasi014-10x-tiled,O. angasi 14,1,3,1,angasi 14,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi15_gonad,20180924-angasi015-10x-tiled,O. angasi 15,1,3,1,angasi 15,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi15_gonad,20180924-angasi015-10x-tiled,O. angasi 15,1,3,1,angasi 15,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi15_gonad,20180924-angasi015-10x-tiled,O. angasi 15,1,3,1,angasi 15,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi15_gonad,20180924-angasi015-10x-tiled,O. angasi 15,1,3,1,angasi 15,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi15_gonad,20180924-angasi015-10x-tiled,O. angasi 15,1,3,1,angasi 15,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi16_gonad,20180924-angasi016-10x-tiled,O. angasi 16,1,3,1,angasi 16,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi16_gonad,20180924-angasi016-10x-tiled,O. angasi 16,1,3,1,angasi 16,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi17_gonad,20180924-angasi017-10x-tiled,O. angasi 17,1,3,1,angasi 17,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi17_gonad,20180924-angasi017-10x-tiled,O. angasi 17,1,3,1,angasi 17,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi17_gonad,20180924-angasi017-10x-tiled,O. angasi 17,1,3,1,angasi 17,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi17_gonad,20180924-angasi017-10x-tiled,O. angasi 17,1,3,1,angasi 17,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi17_gonad,20180924-angasi017-10x-tiled,O. angasi 17,1,3,1,angasi 17,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi18_gonad,20180924-angasi018-10x-tiled,O. angasi 18,1,3,2,angasi 18,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi18_gonad,20180924-angasi018-10x-tiled,O. angasi 18,1,3,2,angasi 18,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi18_gonad,20180924-angasi018-10x-tiled,O. angasi 18,1,3,2,angasi 18,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi18_gonad,20180924-angasi018-10x-tiled,O. angasi 18,1,3,2,angasi 18,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi18_gonad,20180924-angasi018-10x-tiled,O. angasi 18,1,3,2,angasi 18,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi19_gonad,20180924-angasi019-10x-tiled,O. angasi 19,1,3,2,angasi 19,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi19_gonad,20180924-angasi019-10x-tiled,O. angasi 19,1,3,2,angasi 19,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi19_gonad,20180924-angasi019-10x-tiled,O. angasi 19,1,3,2,angasi 19,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi19_gonad,20180924-angasi019-10x-tiled,O. angasi 19,1,3,2,angasi 19,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi19_gonad,20180924-angasi019-10x-tiled,O. angasi 19,1,3,2,angasi 19,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi20_gonad,20180924-angasi020-10x-tiled,O. angasi 20,1,3,2,angasi 20,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi20_gonad,20180924-angasi020-10x-tiled,O. angasi 20,1,3,2,angasi 20,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi20_gonad,20180924-angasi020-10x-tiled,O. angasi 20,1,3,2,angasi 20,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi20_gonad,20180924-angasi020-10x-tiled,O. angasi 20,1,3,2,angasi 20,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi20_gonad,20180924-angasi020-10x-tiled,O. angasi 20,1,3,2,angasi 20,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi21_gonad,20180924-angasi021-10x-tiled,O. angasi 21,1,3,2,angasi 21,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi21_gonad,20180924-angasi021-10x-tiled,O. angasi 21,1,3,2,angasi 21,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi21_gonad,20180924-angasi021-10x-tiled,O. angasi 21,1,3,2,angasi 21,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi21_gonad,20180924-angasi021-10x-tiled,O. angasi 21,1,3,2,angasi 21,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi21_gonad,20180924-angasi021-10x-tiled,O. angasi 21,1,3,2,angasi 21,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi22_gonad,20180924-angasi022-10x-tiled,O. angasi 22,1,3,2,angasi 22,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi22_gonad,20180924-angasi022-10x-tiled,O. angasi 22,1,3,2,angasi 22,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi22_gonad,20180924-angasi022-10x-tiled,O. angasi 22,1,3,2,angasi 22,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi22_gonad,20180924-angasi022-10x-tiled,O. angasi 22,1,3,2,angasi 22,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi22_gonad,20180924-angasi022-10x-tiled,O. angasi 22,1,3,2,angasi 22,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi23_gonad,20180924-angasi023-10x,O. angasi 23,1,3,2,angasi 23,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi23_gonad,20180924-angasi023-10x,O. angasi 23,1,3,2,angasi 23,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi23_gonad,20180924-angasi023-10x,O. angasi 23,1,3,2,angasi 23,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi23_gonad,20180924-angasi023-10x,O. angasi 23,1,3,2,angasi 23,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi23_gonad,20180924-angasi023-10x,O. angasi 23,1,3,2,angasi 23,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi24_gonad,20180924-angasi024-10x-tiled,O. angasi 24,1,3,2,angasi 24,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi24_gonad,20180924-angasi024-10x-tiled,O. angasi 24,1,3,2,angasi 24,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi24_gonad,20180924-angasi024-10x-tiled,O. angasi 24,1,3,2,angasi 24,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi24_gonad,20180924-angasi024-10x-tiled,O. angasi 24,1,3,2,angasi 24,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi25_gonad,20180924-angasi025-10x-tiled,O. angasi 25,1,3,2,angasi 25,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
20180924_angasi25_gonad,20180924-angasi025-10x-tiled,O. angasi 25,1,3,2,angasi 25,6,,gonad,O_angasi,Australian flat oyster,09.24.2018,Laura Spencer,Summer 2018 angasi temperature experiment,https://github.com/laurahspencer/O.angasi_conditioning/tree/master/data,"There are 2 or 3 slides from each block. Sample #'s written on slides, and indicated under ""slide_image_01"" column",
